,first_page_exposure,stars,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
176443,661.8675347222015,5.0,0.9716,0.7047619047619048,6.62,3.06,3,0,0,1,3,1,1,0,0,1,4,0.33722248870300725
134378,499.1766550927423,3.0,0.6275,0.25,4.4,2.17,1,0,0,0,2,1,0,0,0,0,0,0.4795104734948543
249694,270.1543518519029,4.0,0.9887,0.6346666666666667,5.8,11.77,3,1,1,2,7,3,0,5,0,3,4,0.6752442699077077
171098,27.052453703712672,1.0,-0.7269,0.8277777777777778,6.2,2.92,0,2,0,1,1,0,0,0,0,1,2,0.43702020200200803
224012,345.59157407376915,5.0,0.988,0.629702380952381,8.3,6.07,1,1,1,2,9,0,0,0,2,3,6,0.3914838671477835
219409,214.081875000149,5.0,0.9837,0.5878449675324675,9.86,6.11,2,1,0,0,5,1,0,0,0,0,0,0.46256758788925856
91386,655.9537615738809,5.0,0.9819,0.5812499999999999,4.0,2.48,1,1,1,0,4,0,0,0,0,0,0,0.41748535621155153
237556,229.75140046328303,1.0,-0.9459,0.6333333333333333,4.92,6.45,0,1,0,0,3,2,0,0,0,1,5,0.5625495805275884
124359,681.2280092593282,5.0,0.9578,0.6833333333333332,5.67,4.11,2,0,0,0,3,1,1,0,0,1,0,0.40898302628453886
258999,146.4107407410629,4.0,0.9867,0.5819047619047619,9.32,7.8,2,0,0,4,2,0,1,0,3,1,6,0.379773837561401
215078,273.9279513885267,5.0,0.9531,0.6048644338118021,9.22,6.36,2,0,0,0,6,2,1,0,0,0,2,0.4555835277835877
89601,170.29400462983176,1.0,0.9284,0.5352259529088798,8.77,25.65,14,1,0,2,4,1,6,2,8,5,15,0.5726981097045322
199169,896.1707870373502,5.0,0.9726,0.7666666666666666,5.5,3.78,1,0,0,0,1,0,1,0,1,1,0,0.37885494806315123
20118,-2754.812534722034,5.0,0.8519,0.7,6.56,1.75,0,0,0,0,3,1,0,0,1,0,0,0.22122460500944363
76226,121.11509259277956,1.0,-0.5175,0.353968253968254,8.17,16.94,5,0,0,0,1,0,4,3,3,1,7,0.6488045429395726
16573,704.3444791664369,5.0,0.9717,0.5053030303030304,7.51,10.0,1,0,0,0,3,0,1,0,1,1,1,0.5299368659628895
108469,120.53358796332031,3.0,0.9538,0.41125,7.72,11.87,1,0,1,3,1,0,1,1,3,1,9,0.5260485561497712
86054,245.85968750016764,2.0,0.8074,0.4817625661375661,9.83,13.47,3,0,0,4,6,4,1,2,4,1,7,0.652014702289703
104916,-3085.109930555336,5.0,0.967,0.5573529411764706,11.2,16.78,8,2,2,0,3,1,3,1,0,0,1,0.4626688590720936
56187,-1609.1628819443283,5.0,0.9299,0.6857142857142856,6.42,3.91,3,1,1,0,0,1,0,0,0,1,0,0.3034707057770243
246711,676.9632523148321,5.0,0.7964,0.4333333333333333,2.8,1.19,1,0,0,0,1,0,1,0,0,1,1,0.3443589550809446
575,172.90609953692183,5.0,0.9878,0.5781818181818181,6.82,5.63,3,2,1,1,9,0,0,2,2,1,2,0.43475284438300793
134236,203.79868055554107,3.0,0.9617,0.4043939393939394,10.86,14.31,9,2,1,1,8,5,2,0,2,2,1,0.6750521284130904
218550,138.24776620371267,4.0,0.9674,0.7240740740740742,5.42,2.92,1,0,0,1,9,3,0,0,0,0,3,0.43107822034867355
247926,404.0829976852983,2.0,0.9425,0.4678297397047398,7.55,23.05,5,0,0,1,12,3,1,2,7,3,16,0.7264779419303281
257411,-2083.6878009261563,1.0,-0.6421,0.4992424242424242,5.02,5.01,1,0,0,0,4,0,0,0,0,0,4,0.39330886458849157
116020,-1545.263553240802,5.0,0.9946,0.5100834879406306,7.63,24.27,9,1,0,4,10,2,2,0,1,13,3,0.6150438276635811
187858,315.37895833328366,3.0,0.2732,0.4672077922077921,6.43,4.17,2,0,0,0,1,1,0,2,0,1,2,0.4843088673598875
114598,371.5356828700751,5.0,0.8973,0.7186666666666668,11.51,2.59,2,0,0,0,2,0,0,0,0,0,0,0.35626645985398386
13883,11.163784722331911,3.0,0.9371,0.5059047619047621,9.37,11.03,3,0,0,1,2,2,0,0,1,1,9,0.5223651912013884
114560,131.98709490755573,4.0,0.9796,0.5794404761904761,10.52,12.9,3,0,0,1,7,1,0,0,4,2,6,0.5236685865857401
215930,595.8387847221456,5.0,0.9578,0.6900000000000001,8.27,1.19,0,0,0,0,4,0,0,0,2,0,1,0.3311201401702023
258749,91.28733796300368,5.0,0.9552,0.8633333333333333,5.15,1.72,0,0,0,0,4,0,0,0,0,1,0,0.33139444723801925
221267,61.89776620361954,5.0,0.9246,0.6,8.33,1.12,0,0,0,0,0,0,0,0,2,1,0,0.3019324362396636
42561,146.8295949078165,5.0,0.9633,0.4292857142857142,9.28,9.24,0,0,0,0,3,4,0,1,1,1,2,0.5800886848336433
1411,882.729618055746,2.0,-0.8731,0.4777272727272728,8.68,5.57,1,0,0,0,5,0,1,0,0,0,0,0.5676241045905015
61715,39.918043981306255,4.0,0.9661,0.726923076923077,7.07,8.08,1,0,1,3,5,2,0,0,0,2,0,0.5508136617045396
5679,-663.9383680555038,2.0,-0.6849,0.5783253968253967,9.9,18.96,2,3,0,0,6,0,1,0,1,4,2,0.7028168153178442
153198,-3031.8193749999627,1.0,-0.5719,0.4698863636363636,13.69,1.78,0,0,0,0,1,0,1,0,0,0,0,0.2927637243388841
168204,46.02983796270564,5.0,0.6249,0.5444444444444444,6.34,3.0,6,0,0,0,2,1,0,0,0,0,0,0.35200183578182825
256624,36.10973379621282,5.0,0.9423,0.7785714285714285,8.04,4.07,3,0,0,0,5,1,1,0,3,3,0,0.31895837277930417
210421,95.84320601820946,2.0,-0.1531,0.6063111813111813,10.34,25.3,5,2,1,0,8,1,7,0,7,6,13,0.6178825550205065
221717,66.3941435185261,4.0,0.9595,0.5757575757575757,6.25,5.51,2,0,0,2,6,4,0,0,4,1,2,0.44914886763305284
61699,763.7611111109145,1.0,0.75,0.408641975308642,7.06,8.4,2,1,1,0,5,0,1,1,4,2,2,0.5980176275749847
235573,601.6706365738064,5.0,0.6369,0.4177777777777777,7.08,2.57,1,0,0,0,1,0,0,0,0,0,0,0.4009056495485632
127469,438.2287384257652,1.0,0.8727,0.4752747252747253,4.06,6.9,0,0,1,0,1,2,0,0,2,0,0,0.6365423404222683
251893,-2338.7336111110635,4.0,0.9402,0.5138888888888888,7.4,4.41,2,2,0,0,1,0,0,0,0,2,0,0.28696374731743607
35903,163.86843749973923,2.0,0.5267,0.3890873015873015,7.5,15.2,0,0,0,3,5,2,2,0,2,4,20,0.5283219694300015
122672,-1662.822754629422,3.0,0.6597,0.5043154761904762,6.33,11.58,3,0,0,0,5,0,3,1,3,1,15,0.30803648407939105
236815,148.40343749988824,1.0,-0.4767,0.3533333333333333,4.85,2.44,0,0,0,0,1,0,1,1,2,0,1,0.46587565979809625
133633,27.938958333339546,4.0,0.6943,0.4666666666666666,4.26,2.6,1,0,0,0,2,3,0,1,0,0,3,0.4303878178010055
199812,38.901504629757255,4.0,0.4215,0.4991452991452991,6.1,4.47,5,0,0,2,1,0,0,0,0,0,0,0.40243983709430864
86527,51.32954861130565,2.0,0.9745,0.6505787037037036,9.65,12.62,7,0,0,1,12,0,2,1,0,3,8,0.5377535344835719
73403,600.0306712961756,5.0,0.9836,0.5779581529581529,7.77,14.16,1,0,0,0,9,0,0,0,2,2,1,0.6321455619354774
146615,222.0480439811945,1.0,0.7858,0.4177822177822178,10.13,50.97,14,0,0,3,18,1,14,3,3,8,19,0.9186160333803859
242205,1609.4895949074998,5.0,0.9652,0.5176068376068377,6.58,6.55,3,1,0,1,3,0,2,3,2,4,5,0.4316197994335087
111958,-732.3351851850748,3.0,0.5859,0.4777777777777777,5.41,4.52,3,0,0,0,2,0,4,0,0,3,0,0.3306706930592802
111700,840.867604166735,4.0,0.9432,0.512569573283859,9.83,7.15,2,0,0,0,8,0,0,1,1,0,5,0.5050932763401802
228646,61.359363425988704,5.0,0.9313,0.4875,9.52,3.0,0,0,1,1,5,0,0,0,0,1,0,0.40917401628605143
5513,621.1684722220525,1.0,0.0313,0.2386363636363636,7.3,2.98,2,0,0,0,2,0,0,0,0,0,1,0.530289217954248
263300,159.16916666692123,4.0,0.9694,0.6764705882352943,8.29,11.36,9,1,0,0,8,2,0,0,1,2,1,0.5406550051269611
56205,366.0864930553362,2.0,0.4939,0.6571428571428571,5.9,3.22,0,0,0,0,1,0,0,0,1,2,3,0.423084669257588
7381,8.17925925925374,4.0,0.9531,0.54,7.0,5.32,4,0,0,0,2,0,0,0,0,1,1,0.41223815826111515
106882,769.908472222276,4.0,0.9771,0.5723958333333333,5.61,5.55,1,0,0,0,7,0,0,0,1,0,3,0.4725592040841874
225409,205.51831018505615,2.0,0.4939,0.4642857142857143,5.03,4.03,2,0,0,1,3,3,1,0,1,0,1,0.5029513824993871
146387,400.0274189813063,4.0,0.956,0.5138888888888888,7.19,8.8,4,0,1,0,2,3,1,1,1,1,2,0.5590817644611945
5948,96.88863425934689,5.0,0.8625,0.5166666666666667,14.03,1.29,1,0,0,0,3,1,0,0,1,0,1,0.33490321387600175
54960,676.7547916667536,5.0,0.9812,0.64375,7.13,3.07,1,0,0,0,5,2,0,0,0,0,1,0.43171097542512404
23119,246.82832175958904,1.0,0.2833,0.4918970814132105,8.83,26.12,3,2,1,1,1,4,8,2,2,4,12,0.7811085912583081
60646,216.03752314811567,5.0,0.9968,0.6597354497354496,5.66,11.22,4,1,3,2,13,1,0,0,1,1,10,0.5357565692539268
102208,608.3322453703731,2.0,0.8859,0.4212210338680927,10.79,9.33,1,0,1,0,6,1,0,0,1,4,8,0.5816011904236207
116217,578.411111111287,1.0,-0.5775,0.5104166666666666,11.31,4.04,3,1,0,0,1,0,1,0,0,0,0,0.5057849846312252
242388,112.87456018524244,4.0,0.802,0.5737878787878787,5.06,5.54,2,0,0,0,5,0,0,1,0,1,1,0.4607686978513514
260374,-3283.605983796064,1.0,0.0,0.4102210884353741,9.73,10.34,0,0,0,2,2,0,2,3,2,0,0,0.46661840982701563
222987,390.1051388885826,4.0,0.7717,0.5333333333333333,9.57,3.76,1,0,0,1,2,1,1,1,2,0,1,0.4113540329258212
57442,416.0447916667909,5.0,0.9153,0.337950937950938,12.89,6.38,2,0,0,0,3,2,0,0,0,1,1,0.4968616753065333
93056,928.7158333333208,1.0,-0.7717,0.5681818181818182,6.97,5.14,0,0,1,1,1,0,0,0,0,2,3,0.5724020450113928
64823,39.974131944123656,4.0,0.9779,0.5500000000000002,5.51,10.34,1,1,2,2,13,2,1,3,0,3,1,0.6678850899021229
33682,474.2480324073695,5.0,0.0,0.3,5.67,1.03,0,0,0,0,0,0,0,0,0,0,0,0.37717750114292237
200537,6.566342592705041,5.0,0.8402,0.525,4.7,1.5,1,0,0,0,3,0,0,0,0,0,0,0.3450295618398435
243985,197.6268634260632,5.0,0.8957,0.6013392857142859,8.78,2.28,0,0,0,0,3,0,0,0,0,0,0,0.37011902119582524
59349,58.91450231475756,2.0,0.6808,0.435212803069946,7.73,11.58,2,1,0,2,5,1,1,0,0,3,4,0.6061493463394638
254707,374.72055555554107,5.0,0.9691,0.6480769230769231,6.45,9.06,5,0,0,0,5,2,0,0,1,2,1,0.4974909287007589
247789,156.07288194447756,3.0,-0.3818,0.5888888888888889,6.0,1.38,0,0,0,2,1,0,0,0,0,0,2,0.3821687594084933
60725,151.03775462973863,3.0,0.8555,0.625,4.92,1.65,0,0,0,0,3,0,0,0,0,1,0,0.4039142285780057
136514,22.893784722313285,5.0,0.9418,0.5291666666666666,8.3,1.79,2,0,0,0,3,0,0,0,1,0,0,0.33060554904000544
20753,289.57064814819023,5.0,0.9869,0.6361416361416361,7.74,6.32,1,0,2,3,8,1,0,3,2,1,5,0.4873423101702581
14699,148.06197916623205,5.0,0.9872,0.6489010989010988,6.67,6.86,9,0,0,2,8,0,0,1,1,3,3,0.3678388727463947
251725,194.37471064832064,5.0,0.93,0.47,11.37,2.44,0,0,0,0,1,2,0,0,1,0,0,0.3948756701519961
177726,108.96604166645557,2.0,-0.0258,0.6125,8.12,7.48,0,0,0,0,1,2,1,0,2,1,4,0.5093949949133592
69855,345.9560416666791,5.0,0.9545,0.5761904761904763,7.66,4.17,3,0,0,0,6,1,0,1,2,1,1,0.39823834072949527
66918,51.11978009250015,5.0,0.9937,0.6306922162804516,7.72,9.17,1,0,0,0,10,2,0,0,1,4,0,0.5315617765258341
20865,306.232337962836,1.0,-0.5267,0.441005291005291,11.28,5.99,1,0,1,0,1,0,0,1,2,0,2,0.5666587209679482
200934,125.88687500031664,5.0,0.9081,0.7,7.25,2.86,0,0,0,3,2,0,0,0,0,0,0,0.36521125551102035
20609,151.79467592621222,5.0,0.9643,0.5755555555555555,6.55,9.58,4,1,2,3,4,0,1,0,3,1,5,0.43583826005316123
83818,806.6425810186192,4.0,0.9764,0.5738387635756057,4.74,7.89,4,0,0,2,10,2,1,0,3,4,5,0.4611030940442831
100166,-1805.7197916666048,5.0,0.836,0.5133333333333334,6.88,3.42,1,0,0,0,1,0,0,1,2,1,0,0.2741491653285574
247832,1871.7997569441795,5.0,0.9313,0.5980555555555557,3.2,1.12,0,0,0,2,3,1,0,0,0,0,0,0.45198950437525726
141008,-1341.587175925728,2.0,0.4767,0.6538095238095238,6.87,2.23,0,0,0,0,1,1,0,0,0,1,1,0.3618827028692707
49249,-3041.6091550923884,1.0,0.1531,0.516780045351474,7.42,5.58,2,1,0,1,2,1,1,0,0,0,4,0.3319806560697187
44473,391.9430092596449,3.0,-0.0772,0.3725925925925926,8.73,8.86,0,0,0,0,0,0,4,0,7,0,1,0.43174276849606164
96922,153.91662037046626,5.0,0.9733,0.4116666666666667,8.97,6.36,5,0,0,0,6,0,0,0,0,1,2,0.4221756081391915
244222,1098.0048611108214,1.0,-0.2609,0.5357638888888888,11.39,13.82,1,1,0,0,0,2,1,1,3,6,3,0.7022046471110088
202242,869.5024305558763,5.0,0.9855,0.512552380952381,8.59,16.73,8,0,0,1,9,5,0,1,0,0,7,0.7152593330698247
113494,359.08638888876885,5.0,0.9869,0.4527777777777777,8.57,5.04,1,0,0,1,3,0,0,0,2,0,1,0.4098346791639154
211585,39.6106018521823,5.0,0.9413,0.2041666666666666,5.53,2.13,0,0,0,0,1,0,0,0,0,1,0,0.381612462067717
161964,108.7490972224623,1.0,-0.8814,0.5666666666666667,7.53,11.14,2,0,0,0,0,1,1,0,6,0,2,0.5687158169394552
64767,125.2932986114174,4.0,0.9905,0.5126068376068377,11.37,17.29,11,1,0,1,11,0,3,1,3,2,3,0.564252745526706
95013,39.30748842610046,4.0,0.9761,0.6597222222222222,6.84,6.82,4,0,2,1,6,1,0,0,0,1,3,0.4906391505327715
213416,-2014.7441898146644,2.0,-0.5563,0.5747368421052631,9.32,10.61,4,0,0,0,5,0,1,0,1,1,7,0.4017518657097547
19225,155.744722221978,4.0,0.9663,0.46875,11.29,13.6,7,0,0,5,6,3,1,1,0,2,8,0.5696143431666463
127412,109.0854513887316,5.0,0.9758,0.6428571428571429,9.84,2.01,0,0,0,1,4,0,0,1,2,0,1,0.33705157792082163
217332,311.7434259261936,3.0,0.9313,0.6628205128205127,6.28,6.76,3,0,0,1,2,0,0,1,2,1,8,0.40594437351846446
168871,15.993113426025957,2.0,0.9976,0.5785249851158942,5.13,39.02,15,2,0,11,29,0,2,0,1,0,11,0.917868548434301
69992,381.7079282407649,5.0,0.8658,0.5483333333333333,9.91,3.28,1,0,0,0,1,1,0,0,2,0,0,0.38241984626209913
128807,1330.120300926268,2.0,0.9694,0.5881469979296066,10.19,16.19,13,1,0,1,8,2,1,0,3,1,2,0.6924289708480553
148116,-1624.178449074272,3.0,0.9935,0.5470789172513308,8.12,41.25,15,0,5,1,10,5,7,0,2,11,24,0.8193704293269217
115572,1315.9704166664742,4.0,0.9337,0.7500000000000001,7.12,3.86,0,0,1,1,3,1,0,0,1,0,2,0.4874111229785007
141456,135.31059027742594,5.0,0.9782,0.5565546218487394,9.08,9.39,7,0,0,1,4,1,3,0,0,0,2,0.4228067539755981
140361,504.6444560182281,3.0,0.9528,0.580952380952381,7.54,9.74,2,0,0,4,4,1,1,0,1,1,4,0.5420887872154232
191032,138.1404861113988,5.0,0.9682,0.51125,6.61,1.6,1,0,0,0,2,1,0,0,3,0,0,0.3302913324734446
16591,328.93922453699633,3.0,0.9605,0.7041666666666667,12.9,10.05,5,1,0,2,5,4,0,1,3,3,11,0.4773154108535368
63653,-426.7690509259701,2.0,0.0258,0.5233333333333333,18.04,2.23,0,0,0,0,2,0,0,0,0,0,1,0.40988975159337976
87652,-954.533321759198,1.0,-0.9042,0.8,6.39,4.47,1,0,0,0,0,0,0,0,0,2,1,0.4199400889362173
141965,199.78636574093247,4.0,0.9179,0.4994708994708995,7.47,8.56,3,1,0,3,3,2,0,2,0,0,8,0.5011944511868024
72466,40.58521990757436,4.0,0.9246,0.4793939393939394,9.11,7.49,2,0,0,1,2,2,1,0,1,0,1,0.49064668800376604
212731,-3174.6496643517166,1.0,-0.765,0.6380952380952383,6.93,2.34,0,0,0,0,1,1,0,0,0,0,0,0.3171673102860462
34337,169.26644675945863,1.0,0.5401,0.3263888888888889,7.52,6.67,0,0,0,0,1,1,2,0,1,0,6,0.5117099650728002
210706,-2644.5949305556715,1.0,0.6843,0.42,10.63,7.93,4,0,0,0,1,0,1,0,1,3,0,0.38643633190779625
150459,-2930.160243055783,5.0,0.9825,0.55,11.11,14.28,4,0,2,0,4,0,3,0,0,1,4,0.3916733742631158
251078,1226.5589351854287,1.0,0.5457,0.6177083333333334,7.67,5.01,3,0,0,1,3,1,0,1,2,1,2,0.5575172448948942
173613,25.67890046304092,1.0,0.3891,0.5048809523809524,13.18,13.32,4,0,1,6,0,0,8,0,2,0,2,0.5230455655775671
77193,-2648.82908564806,1.0,0.4939,0.525,5.58,8.37,2,0,0,0,0,0,3,1,1,1,10,0.30168553371129
215976,1485.154178240802,1.0,-0.93,0.544047619047619,5.7,14.76,9,1,0,0,1,3,6,1,1,2,4,0.6623791831124808
30181,-1308.0534143517723,1.0,-0.9371,0.7000000000000001,10.0,5.38,1,0,0,0,0,2,1,1,0,1,0,0.47077459711934394
40229,730.9681597226299,5.0,0.9948,0.5447222222222222,8.08,12.65,4,0,3,0,6,2,1,1,0,4,5,0.6388411623644246
228001,-2585.072326388676,3.0,0.9419,0.4509999999999999,5.06,4.69,3,0,0,0,4,2,0,0,0,2,5,0.30341131240786934
140668,72.00018518511206,3.0,0.9393,0.5795138888888889,9.68,9.17,1,0,0,0,7,1,0,0,1,0,8,0.5103278454090849
25128,62.51724537042901,5.0,0.8519,0.6714285714285715,5.23,3.25,1,0,0,2,0,1,0,0,0,0,1,0.36672109040908724
42784,217.73734953720125,5.0,0.9774,0.5839285714285714,8.76,4.04,1,0,0,0,6,0,1,0,1,1,0,0.37955125541351425
52981,225.73744212975728,5.0,0.7906,0.6957142857142856,8.87,4.67,1,0,0,0,2,0,0,0,0,1,4,0.36256629835181264
93100,78.18590277805924,3.0,0.9,0.5083333333333334,6.06,11.83,3,0,2,2,7,2,0,2,2,1,0,0.6979121103763896
43681,366.651574073825,5.0,0.6983,0.5083333333333334,7.13,3.07,1,0,0,0,1,0,0,0,0,0,0,0.3913969240813819
64432,322.8690856480971,4.0,0.9605,0.6013333333333333,6.49,8.18,3,0,0,3,6,1,0,1,1,2,9,0.44110723939879964
42392,-844.0490856482647,1.0,0.2732,0.4658333333333333,8.03,6.52,3,0,0,0,2,1,0,0,2,0,2,0.48152018851770684
165638,256.5402314811945,5.0,-0.039,0.4625,7.73,6.14,1,1,0,0,3,0,2,0,1,1,1,0.4032728982789864
140673,814.0989236114547,4.0,0.6705,0.4947916666666667,12.67,4.04,1,0,0,0,4,1,1,0,1,1,1,0.44564922944522345
232972,-3160.912800925784,5.0,0.7906,0.6166666666666667,5.33,3.97,3,0,0,0,1,1,0,1,2,0,4,0.198712472310377
127106,1795.998680555727,4.0,0.969,0.5006069094304388,10.36,13.63,5,1,0,1,9,3,2,0,2,4,0,0.6909941936412417
174726,-2013.1885648146272,5.0,0.9811,0.6862499999999999,8.36,3.42,1,0,0,0,6,0,0,0,1,0,1,0.26280553938165646
3224,8.798009259160608,5.0,0.886,0.725,5.75,1.94,3,0,0,0,1,0,0,0,0,0,2,0.29991903926922053
89744,17.99520833324641,5.0,0.296,0.6333333333333333,7.2,1.04,0,1,0,0,0,1,0,0,0,1,0,0.33230218216463625
252914,14.111307870130986,1.0,-0.9506,0.4432098765432098,4.71,6.93,2,0,2,0,0,1,2,2,1,0,0,0.6121310605777583
229886,1078.30681712972,1.0,-0.2006,0.5701388888888889,14.67,3.55,0,0,0,0,2,0,1,0,0,0,1,0.5338839934457702
4226,-1764.8494560183026,3.0,0.6478,0.5958333333333334,6.63,10.62,4,0,0,4,10,1,0,1,0,0,10,0.4313358374442073
95353,2878.1576504628174,4.0,0.9022,0.3578754578754579,10.87,7.77,2,0,0,1,3,0,0,0,0,4,0,0.6502424733275775
224503,42.41767361108214,5.0,0.8777,0.5928571428571429,6.81,4.45,5,0,0,0,3,0,0,1,1,2,2,0.344734023062111
181941,19.20163194462657,1.0,-0.1468,0.4090388007054673,19.7,16.56,3,0,2,0,1,0,6,0,2,2,6,0.625751854936279
204973,-2384.0287847220898,5.0,0.8555,0.4833333333333333,9.07,1.9,3,0,0,0,3,0,0,0,0,0,0,0.23148306722031833
171295,172.5009837965481,4.0,0.8196,0.6029900963234297,7.16,14.5,3,0,0,2,5,0,4,2,2,4,7,0.4977106488237345
157281,335.5413078702986,5.0,0.9901,0.5870813397129188,8.6,10.02,2,0,2,1,9,1,0,0,5,1,5,0.5009488883492513
137924,1642.173946759198,1.0,0.2023,0.5738888888888889,10.6,6.13,2,0,0,0,1,1,1,2,6,0,2,0.5611303656082205
164497,378.1703472225927,5.0,0.9042,0.6542857142857142,9.35,2.92,0,0,0,2,3,0,0,0,1,0,1,0.36548752816034097
42256,1044.8156944443472,1.0,0.6124,0.5317857142857143,7.5,14.75,4,0,0,1,5,1,2,0,2,0,8,0.6715583466166698
164673,4.293495370540768,4.0,0.9357,0.4890422077922077,9.19,13.54,2,0,0,0,6,1,1,0,1,1,2,0.6102363080946087
164794,525.7369791669771,1.0,-0.6124,0.5775757575757575,6.25,3.89,1,0,0,0,4,1,0,1,3,0,0,0.5342546656375634
2072,114.3006597221829,1.0,-0.5719,0.5384848484848485,5.08,7.93,1,0,0,0,2,0,1,0,0,2,9,0.4928730873014363
44634,-1061.7708680555224,5.0,0.7579,0.25,9.82,1.95,0,0,0,0,0,0,0,0,2,0,0,0.29616216309642657
122592,12.330752314534038,2.0,0.3834,0.437037037037037,6.38,8.31,6,1,0,1,1,1,1,0,0,1,0,0.5361451883376077
221368,52.883773148059845,5.0,0.9916,0.6456022408963585,8.18,7.77,3,0,0,1,10,0,0,3,2,1,1,0.48005967119226073
213135,-3273.741712962743,2.0,-0.7672,0.5399999999999999,40.83,6.18,4,0,0,0,7,0,1,1,0,1,4,0.28827925648664676
108595,176.25531250005588,2.0,0.758,0.5958333333333334,7.34,9.21,3,0,1,0,6,3,1,1,1,0,7,0.5855066523456007
72519,2102.027152777649,1.0,0.8473,0.7203463203463204,10.29,7.21,0,0,1,0,6,2,1,0,0,1,0,0.7193853928198193
102192,1088.6349652777426,3.0,-0.1531,0.5386363636363636,12.8,3.41,2,0,0,0,1,2,0,0,0,1,3,0.48212978951379837
175304,22.100624999962747,5.0,0.7425,0.2633333333333333,8.4,5.08,2,2,0,0,3,1,0,1,0,5,0,0.4337048835776281
196010,201.72952546318996,4.0,0.9716,0.500832932499599,8.65,34.08,11,1,1,0,14,4,4,1,4,1,15,0.841341622469318
85705,46.10728009277955,5.0,0.9413,0.5966666666666667,5.0,1.56,1,0,0,1,6,1,0,0,0,0,0,0.3660452758728217
14605,97.81226851884276,1.0,-0.6033,0.3928463203463203,29.94,17.35,8,0,0,0,7,3,8,2,1,5,17,0.5119691192435136
197462,560.0617361110635,5.0,0.8759,0.525,10.39,6.32,1,2,0,1,3,1,0,1,1,0,6,0.43035539062780104
135976,1277.8828125,5.0,0.9493,0.7466666666666667,8.13,3.5,1,0,0,1,4,1,0,0,2,0,2,0.40956560196180525
234426,423.345266203396,1.0,-0.994,0.5559523809523809,13.71,17.6,3,0,0,2,2,0,2,0,5,2,4,0.672028265456478
151067,-966.8793287035078,3.0,0.7096,0.4794444444444445,4.45,2.06,0,0,0,1,1,0,0,0,2,0,1,0.3319393035923616
243844,1133.0016898149624,4.0,0.0516,0.396875,12.88,7.98,2,1,1,0,0,0,1,0,2,5,0,0.5203988987851815
5591,62.76968749985099,4.0,0.8442,0.3494214876033057,8.56,4.05,3,0,0,3,6,3,0,0,0,0,0,0.48564088417351214
64415,950.7893981477246,1.0,-0.9442,0.6208333333333333,2.92,2.66,1,2,0,0,1,0,1,0,2,5,1,0.4409591325389135
27995,103.14831018494442,5.0,0.9575,0.7066666666666667,5.7,1.98,0,0,0,0,4,0,0,0,0,2,0,0.34464410224423625
186686,1086.250405092258,2.0,-0.9509,0.3794642857142857,9.57,7.29,1,0,2,2,3,5,1,1,0,1,1,0.7238169439291645
178198,9.90542824100703,5.0,0.9723,0.7291666666666667,10.22,4.23,0,1,0,1,4,1,0,0,1,2,0,0.38377841223575615
187693,143.4894097223878,3.0,0.9584,0.6194444444444445,7.98,6.07,1,1,1,1,4,1,0,1,2,2,3,0.48508275920525584
259786,323.2876273151487,2.0,-0.4019,0.3681967338217338,12.26,5.29,0,0,0,0,2,0,0,0,0,2,0,0.5396129123518693
59244,-1989.7863425924445,5.0,0.3818,0.6634199134199134,4.52,2.1,1,0,0,0,3,0,0,0,0,0,0,0.25426641467875843
256135,123.05964120384306,5.0,0.9753,0.7116666666666666,6.8,5.74,5,1,0,0,6,0,0,0,1,0,0,0.39170256421022337
138524,891.4841087963432,1.0,-0.5423,1.0,9.42,1.28,0,0,0,0,0,0,0,0,2,0,0,0.431510975648268
130689,1249.950300925877,5.0,0.983,0.4067460317460318,8.56,26.09,14,0,2,4,7,4,2,0,0,5,10,0.7963789894301442
249260,1247.3137847222388,5.0,0.6249,0.4625,5.7,2.17,4,0,0,0,1,0,0,2,0,0,0,0.4252403294702363
9771,65.71326388884336,1.0,-0.926,0.5444444444444445,7.51,7.86,1,0,0,0,2,0,0,2,1,2,6,0.547707278976127
169812,-1569.700486110989,5.0,0.9485,0.5900000000000001,8.61,2.82,0,0,0,0,3,1,0,0,0,1,0,0.303376382949432
175566,18.27991898171604,5.0,0.8126,0.3666666666666667,4.63,1.34,1,0,0,0,3,1,0,1,0,0,0,0.3823811905278062
62233,86.71668981481344,5.0,0.0442,0.4988392857142857,9.91,7.27,1,0,0,1,2,0,1,1,0,0,2,0.4508508180956676
64465,-1877.7300578705035,1.0,-0.8885,0.3166666666666666,13.32,4.76,1,0,0,0,0,0,0,0,0,0,0,0.4350592636852054
117035,435.95927083306015,4.0,0.8934,0.8190166975881262,5.16,1.92,1,0,0,2,4,0,0,0,0,0,2,0.3612200171110764
243931,146.2314814813435,1.0,-0.0516,0.3726666666666666,5.25,5.36,3,0,0,0,3,1,0,1,0,1,1,0.5671532384073906
221676,87.31348379608244,3.0,0.7003,0.634090909090909,8.31,4.36,2,0,0,0,3,2,0,0,2,2,5,0.3969260048230716
69728,-2468.8326736111194,3.0,-0.127,0.8166666666666667,4.2,1.18,2,0,0,0,2,1,0,0,0,1,0,0.25206227250477503
215697,175.89406249998137,4.0,0.7003,0.4916666666666667,8.37,1.6,2,0,0,0,1,0,0,0,0,0,0,0.36964180390658236
